book_title,author,goodreads_id,goodreads_url,found,match_score,matched_title,matched_author,reason
Frozen,"de la Cruz, Melissa",15850937,https://www.goodreads.com/book/show/15850937-frozen?from_search=true&from_srp=true&qid=zePkzFydfO&rank=1,True,0.9333,"Frozen (Heart of Dread, #1)",Melissa de la Cruz,ok
Keys to the Repository,"de la Cruz, Melissa",7031834,https://www.goodreads.com/book/show/7031834-keys-to-the-repository?from_search=true&from_srp=true&qid=JOBXa9Fgzl&rank=2,True,0.9333,"Keys to the Repository (Blue Bloods, #4.5)",Melissa de la Cruz,ok
Love and War,"de la Cruz, Melissa",35883428,https://www.goodreads.com/book/show/35883428-love-war?from_search=true&from_srp=true&qid=xsDnHHNLnX&rank=1,True,0.7633,"Love & War (Alex & Eliza, #2)",Melissa de la Cruz,ok
The Au Pairs,"de la Cruz, Melissa",43529,https://www.goodreads.com/book/show/43529.The_Au_Pairs?from_search=true&from_srp=true&qid=sAz9eDbuxV&rank=1,True,0.9333,"The Au Pairs (The Au Pairs, #1)",Melissa de la Cruz,ok
The Ring and the Crown,"de la Cruz, Melissa",18296016,https://www.goodreads.com/book/show/18296016-the-ring-and-the-crown?from_search=true&from_srp=true&qid=GmPPIUNDVJ&rank=1,True,0.9333,"The Ring and the Crown (The Ring and the Crown, #1)",Melissa de la Cruz,ok
The Living,"de la Pena, Matt",13515320,https://www.goodreads.com/book/show/13515320-the-living?from_search=true&from_srp=true&qid=jdG0Ly8B2t&rank=3,True,0.94,"The Living (The Living, #1)",Matt de la Peña,ok
Don't Ask Me Where I'm From,"De Leon, Jennifer",52766921,https://www.goodreads.com/book/show/52766921-don-t-ask-me-where-i-m-from?from_search=true&from_srp=true&qid=Nrz8j5rdn8&rank=1,True,0.925,Don't Ask Me Where I'm From,Jennifer  De Leon,ok
Moonheart,"De Lint, Charles",618174,https://www.goodreads.com/book/show/618174.Moonheart?from_search=true&from_srp=true&qid=bEt14Nm27e&rank=2,True,0.92,Moonheart,Charles de Lint,ok
The Blue Girl,"De Lint, Charles",182332,https://www.goodreads.com/book/show/182332.The_Blue_Girl?from_search=true&from_srp=true&qid=nwQV5JYLHU&rank=1,True,0.92,"The Blue Girl (Newford, #15)",Charles de Lint,ok
Jacques-Louis David,"de Nanteuil, Luc",85134736,https://www.goodreads.com/book/show/85134736-jacques-louis-david?from_search=true&from_srp=true&qid=73A2xo9f3M&rank=1,True,0.96,Jacques-Louis David,Luc de Nanteuil,ok
A Secret Kept,"de Rosnay, Tatiana",157476710,https://www.goodreads.com/book/show/157476710-a-secret-kept?from_search=true&from_srp=true&qid=V3v2CwjeGl&rank=1,True,0.9294,A Secret Kept,Tatiana de Rosnay,ok
Forget Me Not (CD),"Dean, Carolee",,,False,,,,no_candidates
American Beauty,"Dean, Zoey",133826,https://www.goodreads.com/book/show/133826.American_Beauty?from_search=true&from_srp=true&qid=VHz7z2OxzG&rank=1,True,0.9167,"American Beauty (A-List, #7)",Zoey Dean,ok
Sunset Boulevard,"Dean, Zoey",5990128,https://www.goodreads.com/book/show/5990128-sunset-boulevard?from_search=true&from_srp=true&qid=zuICUpwuQZ&rank=1,True,0.9167,"Sunset Boulevard (A-List: Hollywood Royalty, #2)",Zoey Dean,ok
Tall Cool One,"Dean, Zoey",52739,https://www.goodreads.com/book/show/52739.Tall_Cool_One?from_search=true&from_srp=true&qid=cvwfcZ1CcI&rank=1,True,0.9167,"Tall Cool One (A-List, #4)",Zoey Dean,ok
The Feeling of Falling in Love,"Deaver, Mason",58719208,https://www.goodreads.com/book/show/58719208-the-feeling-of-falling-in-love?from_search=true&from_srp=true&qid=9g0L5M8E3T&rank=1,True,0.925,The Feeling of Falling in Love,Mason Deaver,ok
Everything You Need to Know About the Risks of Unprotected Sex,"DeCarlo, Carolyn",41093184,https://www.goodreads.com/book/show/41093184-everything-you-need-to-know-about-the-risks-of-unprotected-sex?from_search=true&from_srp=true&qid=KGZjZPrz6j&rank=1,True,0.92,Everything You Need to Know about the Risks of Unprotected Sex (Need to Know Library),Carolyn DeCarlo,ok
The (Almost) Perfect Guide to Imperfect Boys,"Dee, Barbara",20759547,https://www.goodreads.com/book/show/20759547-the-almost-perfect-guide-to-imperfect-boys?from_search=true&from_srp=true&qid=TZSnz0lAsP&rank=1,True,0.9455,The (Almost) Perfect Guide to Imperfect Boys,Barbara Dee,ok
Violets are Blue (BD),"Dee, Barbara",,,False,,,,no_candidates
Moll Flanders,"Defoe, Daniel",212782312,https://www.goodreads.com/book/show/212782312-moll-flanders-by-daniel-defoe?from_search=true&from_srp=true&qid=P2fLLkEVnu&rank=2,True,0.5608,Moll Flanders by Daniel Defoe (2013-09-25),Unknown Author,ok
"Love, Ellen: A Mother/Daughter Journey","DeGeneres, Betty",530534,https://www.goodreads.com/book/show/530534.Love_Ellen?from_search=true&from_srp=true&qid=4mwbq8ffWI&rank=1,True,0.94,"Love, Ellen: A Mother/Daughter Journey",Betty DeGeneres,ok
The Girl Before,"Delaney, J. P.",28016509,https://www.goodreads.com/book/show/28016509-the-girl-before?from_search=true&from_srp=true&qid=ZNDWek2OMe&rank=6,True,0.9455,The Girl Before,J.P. Delaney,ok
In Search of Us,"Dellaira, Ava",26594811,https://www.goodreads.com/book/show/26594811-in-search-of-us?from_search=true&from_srp=true&qid=QMbAdDl3mP&rank=1,True,0.95,In Search Of Us,Ava Dellaira,ok
Love Letters to the Dead,"Dellaira, Ava",18720136,https://www.goodreads.com/book/show/18720136-love-letters-to-the-dead?from_search=true&from_srp=true&qid=EtGSjMc2rt&rank=2,True,0.7689,Love Letters to the Dead: Chapters 1-5,Ava Dellaira,ok
"Trickster: Native American Tales, A Graphic Collection","Dembicki, Matt",7743662,https://www.goodreads.com/book/show/7743662-trickster?from_search=true&from_srp=true&qid=qsGHi6FqPP&rank=1,True,0.9423,"Trickster: Native American Tales, A Graphic Collection",Matt Dembicki,ok
I'll Meet You There,"Demetrios, Heather",21469068,https://www.goodreads.com/book/show/21469068-i-ll-meet-you-there?from_search=true&from_srp=true&qid=ZfAapEDeIa&rank=2,True,0.9294,I'll Meet You There,Heather Demetrios,ok
Plum Island,"DeMille, Nelson",33810,https://www.goodreads.com/book/show/33810.Plum_Island?from_search=true&from_srp=true&qid=xlseLRLQvc&rank=2,True,0.925,"Plum Island (John Corey, #1)",Nelson DeMille,ok
Up country : a novel,"DeMille, Nelson",,,False,,,,no_candidates
Gravity (SD),"Deming, Sarah",,,False,,,,no_candidates
Truthwitch,"Dennard, Susan",21414439,https://www.goodreads.com/book/show/21414439-truthwitch?from_search=true&from_srp=true&qid=O1X19dgSP2&rank=2,True,0.9308,"Truthwitch (The Witchlands, #1)",Susan Dennard,ok
Legendborn,"Deonn, Tracy",50892338,https://www.goodreads.com/book/show/50892338-legendborn?from_search=true&from_srp=true&qid=srhP1jb30n&rank=3,True,0.9182,"Legendborn (The Legendborn Cycle, #1)",Tracy Deonn,ok
Bill and Pete,"dePaola, Tomie",835035,https://www.goodreads.com/book/show/835035.Bill_and_Pete?from_search=true&from_srp=true&qid=zu1G4PoXmj&rank=1,True,0.9308,Bill and Pete,Tomie dePaola,ok
Oliver Button is a Sissy,"DePaola, Tomie",178955,https://www.goodreads.com/book/show/178955.Oliver_Button_Is_a_Sissy?from_search=true&from_srp=true&qid=mlJwkwXg34&rank=1,True,0.9308,Oliver Button Is a Sissy,Tomie dePaola,ok
Thirty Sunsets,"Deriso, Christine Hurley",18579800,https://www.goodreads.com/book/show/18579800-thirty-sunsets?from_search=true&from_srp=true&qid=TQ64kzW4T9&rank=2,True,0.9543,Thirty Sunsets,Christine Hurley Deriso,ok
Forget Me Not (AD),"Derrick, Alyson",,,False,,,,no_candidates
The Inheritance Of Loss,"Desai, Kiran",95186,https://www.goodreads.com/book/show/95186.The_Inheritance_of_Loss?from_search=true&from_srp=true&qid=ariu8wJInN&rank=6,True,0.9182,The Inheritance of Loss,Kiran Desai,ok
Along for the Ride,"Dessen, Sarah",160562878,https://www.goodreads.com/book/show/160562878-along-for-the-ride-by-dessen-sarah-2010-01-01-paperback?from_search=true&from_srp=true&qid=nbkWzUM3oS&rank=1,True,0.5685,Along for the Ride by Dessen Sarah (2010-01-01) Paperback,Sarah Dessen,ok
Dreamland,"Dessen, Sarah",4325,https://www.goodreads.com/book/show/4325.Dreamland?from_search=true&from_srp=true&qid=CZmXZLu9Ya&rank=2,True,0.925,Dreamland,Sarah Dessen,ok
Just Listen,"Dessen, Sarah",51738,https://www.goodreads.com/book/show/51738.Just_Listen?from_search=true&from_srp=true&qid=fCU69rePLI&rank=1,True,0.925,Just Listen,Sarah Dessen,ok
Lock and Key,"Dessen, Sarah",136159138,https://www.goodreads.com/book/show/136159138-lock-and-key-by-sarah-dessen-2-apr-2009-paperback?from_search=true&from_srp=true&qid=nK9Dr4QEvs&rank=1,True,0.483,Lock and Key by Sarah Dessen (2-Apr-2009) Paperback,Sarah Dessen,ok
Once and for All,"Dessen, Sarah",32078787,https://www.goodreads.com/book/show/32078787-once-and-for-all?from_search=true&from_srp=true&qid=kmoKz6VuA1&rank=1,True,0.925,Once and for All,Sarah Dessen,ok
Saint Anything,"Dessen, Sarah",23009402,https://www.goodreads.com/book/show/23009402-saint-anything?from_search=true&from_srp=true&qid=ZMdQn9bQFF&rank=1,True,0.925,Saint Anything,Sarah Dessen,ok
Someone Like You,"Dessen, Sarah",816953,https://www.goodreads.com/book/show/816953.Someone_Like_You?from_search=true&from_srp=true&qid=Tu4kz1Zty4&rank=1,True,0.925,Someone Like You,Sarah Dessen,ok
That Summer,"Dessen, Sarah",104379,https://www.goodreads.com/book/show/104379.That_Summer?from_search=true&from_srp=true&qid=Lr2xMimzOi&rank=2,True,0.925,That Summer,Sarah Dessen,ok
The Moon and More,"Dessen, Sarah",16101126,https://www.goodreads.com/book/show/16101126-the-moon-and-more?from_search=true&from_srp=true&qid=DxSNLk78qn&rank=1,True,0.925,The Moon and More,Sarah Dessen,ok
The Truth about Forever,"Dessen, Sarah",7204902,https://www.goodreads.com/book/show/7204902-this-lullaby-the-truth-about-forever?from_search=true&from_srp=true&qid=Z0kTqMVPBu&rank=3,True,0.7377,This Lullaby/The Truth About Forever,Sarah Dessen,ok
This Lullaby,"Dessen, Sarah",22205,https://www.goodreads.com/book/show/22205.This_Lullaby?from_search=true&from_srp=true&qid=NYF4LZVNJh&rank=1,True,0.925,This Lullaby,Sarah Dessen,ok
Painting the Black,"Deuker, Carl",149261201,https://www.goodreads.com/book/show/149261201-painting-the-black?from_search=true&from_srp=true&qid=ioINwcLpvq&rank=3,True,0.9318,Painting The Black,Carl Deuker,ok
Swagger,"Deuker, Carl",17165938,https://www.goodreads.com/book/show/17165938-swagger?from_search=true&from_srp=true&qid=8VpeneblWu&rank=2,True,0.9318,Swagger,Carl Deuker,ok
Heartwishes,"Deveraux, Jude",10436992,https://www.goodreads.com/book/show/10436992-heartwishes?from_search=true&from_srp=true&qid=iVib5GvTEZ&rank=1,True,0.9423,"Heartwishes (Edilean, #5)",Jude Deveraux,ok
Tell Me Something Real,"Devlin, Calla",25372971,https://www.goodreads.com/book/show/25372971-tell-me-something-real?from_search=true&from_srp=true&qid=r9SrHHLvNj&rank=2,True,0.925,Tell Me Something Real,Calla Devlin,ok
What Goes Around (SD),"Diamond, Susan",,,False,,,,no_candidates
Drown,"Diaz, Junot",31695870,https://www.goodreads.com/book/show/31695870-drown?from_search=true&from_srp=true&qid=ohdUUomadt&rank=8,True,0.925,Drown,Junot Díaz,ok
The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",208563684,https://www.goodreads.com/book/show/208563684-the-brief-wondrous-life-of-oscar-wao?from_search=true&from_srp=true&qid=rrL4iIGjwh&rank=6,True,0.925,The Brief Wondrous Life of Oscar Wao (2008-09-04),Junot Díaz,ok
"Beverly, Right Here","DiCamillo, Kate",43584741,https://www.goodreads.com/book/show/43584741-beverly-right-here?from_search=true&from_srp=true&qid=FtRAMyGQ7A&rank=2,True,0.9464,"Beverly, Right Here",Kate DiCamillo,ok
Blade Runner (do Androids Dream of Electric Sheep),"Dick, Philip K.",38078395,https://www.goodreads.com/book/show/38078395-blade-runner-ma-gli-androidi-sognano-pecore-elettriche-4?from_search=true&from_srp=true&qid=cclS0PlCbj&rank=4,True,0.3923,"Blade Runner. Ma gli androidi sognano pecore elettriche? 4 (Do Androids Dream of Electric Sheep?,#4)",Philip K. Dick,ok
A Tale of Two Cities,"Dickens, Charles",13369163,https://www.goodreads.com/book/show/13369163-a-tale-of-two-cities?from_search=true&from_srp=true&qid=mkBHW3HmsP&rank=1,True,0.92,A Tale of Two Cities,Charles Dickens,ok
David Copperfield: Adapted for Young Readers,"Dickens, Charles",6660496,https://www.goodreads.com/book/show/6660496-david-copperfield?from_search=true&from_srp=true&qid=LNmOqlBQIt&rank=1,True,0.8944,David Copperfield: Adapted for Young Readers,Pablo Marcos,ok
The Usborne Introduction to Art,"Dickins, Rosie",92822,https://www.goodreads.com/book/show/92822.The_Usborne_Introduction_to_Art?from_search=true&from_srp=true&qid=eFn95aDLa5&rank=1,True,0.9308,The Usborne Introduction to Art,Rosie Dickins,ok
The Cup of the World,"Dickinson, John",549051,https://www.goodreads.com/book/show/549051.The_Cup_of_the_World?from_search=true&from_srp=true&qid=URgh9egfCw&rank=3,True,0.9344,The Cup of the World,John G.H. Dickinson,ok
Corn Goddess,"Dickinson, Stephanie",2349296,https://www.goodreads.com/book/show/2349296.Corn_Goddess?from_search=true&from_srp=true&qid=pPpK1ZXusq&rank=1,True,0.9211,Corn Goddess,Stephanie Dickinson,ok
"A Stylistic Analysis of Selected Stories in Achebe's ""Girls At War And Other Stories"": A Comparative Study","Dike, Chidinma",,,False,,,,no_candidates
Empire of Wild,"Dimaline, Cherie",45024447,https://www.goodreads.com/book/show/45024447-empire-of-wild?from_search=true&from_srp=true&qid=wZOYjYRinz&rank=3,True,0.93,Empire of Wild,Cherie Dimaline,ok
Hunting by Stars,"Dimaline, Cherie",56969519,https://www.goodreads.com/book/show/56969519-hunting-by-stars?from_search=true&from_srp=true&qid=Ior829sW1M&rank=2,True,0.93,Hunting by Stars,Cherie Dimaline,ok
The Marrow Thieves,"Dimaline, Cherie",34649348,https://www.goodreads.com/book/show/34649348-the-marrow-thieves?from_search=true&from_srp=true&qid=aICmHAEcvY&rank=4,True,0.93,The Marrow Thieves,Cherie Dimaline,ok
Don't Get Caught,"Dinan, Kurt",24157427,https://www.goodreads.com/book/show/24157427-don-t-get-caught?from_search=true&from_srp=true&qid=LsQrVFlmtu&rank=1,True,0.925,Don't Get Caught,Kurt Dinan,ok
"Sucktown, Alaska","Dirkes, Craig",31179074,https://www.goodreads.com/book/show/31179074-sucktown-alaska?from_search=true&from_srp=true&qid=lqFDK2MvDR&rank=1,True,0.925,"Sucktown, Alaska",Craig Dirkes,ok
Christopher Columbus: Explorer of the New World,"Doak, Robin S.",1298452,https://www.goodreads.com/book/show/1298452.Christopher_Columbus?from_search=true&from_srp=true&qid=wFvIeKafWL&rank=1,True,0.9375,Christopher Columbus: Explorer of the New World (Signature Lives: Renaissance Era series),Robin S. Doak,ok
Deadly Design,"Dockter, Debra",23281943,https://www.goodreads.com/book/show/23281943-deadly-design?from_search=true&from_srp=true&qid=jJ63HFHkoM&rank=1,True,0.9308,Deadly Design,Debra Dockter,ok
Little Brother,"Doctorow, Cory",954674,https://www.goodreads.com/book/show/954674.Little_Brother?from_search=true&from_srp=true&qid=QaYQV62UXz&rank=2,True,0.9423,"Little Brother (Little Brother, #1)",Cory Doctorow,ok
Pirate Cinema,"Doctorow, Cory",235014946,https://www.goodreads.com/book/show/235014946-pirate-cinema?from_search=true&from_srp=true&qid=OWHiF9KT6H&rank=1,True,0.9423,Pirate Cinema,Cory Doctorow,ok
Strangers She Knows,"Dodd, Christina",43198612,https://www.goodreads.com/book/show/43198612-strangers-she-knows?from_search=true&from_srp=true&qid=atoGMIAKhB&rank=1,True,0.9464,"Strangers She Knows (Cape Charade, #3)",Christina Dodd,ok
"Health Smarts: How to Eat Right, Stay Fit, Make Positive Choices, and More","Doeden, Matt",13773209,https://www.goodreads.com/book/show/13773209-health-smarts?from_search=true&from_srp=true&qid=4hYSdeEyFz&rank=1,True,0.9318,"Health Smarts: How to Eat Right, Stay Fit, Make Positive Choices, and More",Matt Doeden,ok
Lady Gaga: Pop's Glam Queen,"Doeden, Matt",13773289,https://www.goodreads.com/book/show/13773289-lady-gaga?from_search=true&from_srp=true&qid=fqpxWZND7y&rank=1,True,0.9318,Lady Gaga: Pop's Glam Queen,Matt Doeden,ok
All the Light We Cannot See,"Doerr, Anthony",23630126,https://www.goodreads.com/book/show/23630126-sidekick-to-all-the-light-we-cannot-see?from_search=true&from_srp=true&qid=jxQSZSBo95&rank=1,True,0.6052,Sidekick to All the Light We Cannot See: by Anthony Doerr,Dave Eagle,ok
Annexed,"Dogar, Sharon",7898618,https://www.goodreads.com/book/show/7898618-annexed?from_search=true&from_srp=true&qid=HeDXqAKLEu&rank=5,True,0.925,Annexed,Sharon Dogar,ok
Bob Marley,"Dolan, Sean",200014594,https://www.goodreads.com/book/show/200014594-bob-marley-baa?from_search=true&from_srp=true&qid=ibvVjla0sI&rank=1,True,0.9182,Bob Marley (Baa),Sean J. Dolan,ok
Something Like Normal,"Doller, Trish",9403947,https://www.goodreads.com/book/show/9403947-something-like-normal?from_search=true&from_srp=true&qid=WMDd8rEKrj&rank=1,True,0.925,Something like Normal,Trish Doller,ok
The Devil You Know,"Doller, Trish",22929537,https://www.goodreads.com/book/show/22929537-the-devil-you-know?from_search=true&from_srp=true&qid=4Vl73YrVOT&rank=1,True,0.925,The Devil You Know,Trish Doller,ok
Where the Stars Still Shine,"Doller, Trish",15826648,https://www.goodreads.com/book/show/15826648-where-the-stars-still-shine?from_search=true&from_srp=true&qid=d9yrlUZDbe&rank=1,True,0.925,Where the Stars Still Shine,Trish Doller,ok
Needles,"Dominick, Andie",231052109,https://www.goodreads.com/book/show/231052109-needles-by-andie-dominick?from_search=true&from_srp=true&qid=jwiDD1O2SH&rank=1,True,0.4576,"Needles by Andie Dominick (September 02,1999)",Andie Dominick,ok
Announcing Trouble,"Dominy, Amy Fellner",51344449,https://www.goodreads.com/book/show/51344449-announcing-trouble?from_search=true&from_srp=true&qid=6wtgvhoA1v&rank=1,True,0.9417,Announcing Trouble,Amy Fellner Dominy,ok
Look Homeward: A Life of Thomas Wolfe,"Donald, David Herbert",824933,https://www.goodreads.com/book/show/824933.Look_Homeward?from_search=true&from_srp=true&qid=mcsmWwdFxK&rank=1,True,0.9475,Look Homeward: A Life of Thomas Wolfe,David Herbert Donald,ok
Lies You Never Told Me,"Donaldson, Jennifer",36547961,https://www.goodreads.com/book/show/36547961-lies-you-never-told-me?from_search=true&from_srp=true&qid=kUqQAMWrnQ&rank=1,True,0.925,Lies You Never Told Me,Jennifer Donaldson,ok
The One Tree,"Donaldson, Stephen R.",22875,https://www.goodreads.com/book/show/22875.The_One_Tree?from_search=true&from_srp=true&qid=8aMGQffUHF&rank=1,True,0.9211,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen R. Donaldson,ok
Brightly Burning,"Donne, Alexa",35721194,https://www.goodreads.com/book/show/35721194-brightly-burning?from_search=true&from_srp=true&qid=t1k4gzyMth&rank=1,True,0.9182,Brightly Burning,Alexa Donne,ok
A Northern Light,"Donnelly, Jennifer",64481,https://www.goodreads.com/book/show/64481.A_Northern_Light?from_search=true&from_srp=true&qid=QTCyIzBbCh&rank=2,True,0.9206,A Northern Light,Jennifer Donnelly,ok
Stepsister,"Donnelly, Jennifer",41473840,https://www.goodreads.com/book/show/41473840-stepsister?from_search=true&from_srp=true&qid=aRKYNQLnfW&rank=1,True,0.9206,Stepsister,Jennifer Donnelly,ok
These Shallow Graves,"Donnelly, Jennifer",24187925,https://www.goodreads.com/book/show/24187925-these-shallow-graves?from_search=true&from_srp=true&qid=6b4hqaMQdm&rank=2,True,0.9206,These Shallow Graves,Jennifer Donnelly,ok
Room,"Donoghue, Emma",35291401,https://www.goodreads.com/book/show/35291401-room?from_search=true&from_srp=true&qid=Wm4MTZROK1&rank=6,True,0.4923,Room: The Play,Emma Donoghue,ok
A Heart of Stone,"Dorrestein, Renate",650617,https://www.goodreads.com/book/show/650617.A_Heart_of_Stone?from_search=true&from_srp=true&qid=H1u3kQOdzM&rank=1,True,0.9382,A Heart of Stone,Renate Dorrestein,ok
A Yellow Raft in Blue Water,"Dorris, Michael",17174,https://www.goodreads.com/book/show/17174.A_Yellow_Raft_in_Blue_Water?from_search=true&from_srp=true&qid=ZukEBCHfPe&rank=2,True,0.925,A Yellow Raft in Blue Water,Michael Dorris,ok
The Cases that Haunt Us,"Douglas, John E.",94340,https://www.goodreads.com/book/show/94340.The_Cases_That_Haunt_Us?from_search=true&from_srp=true&qid=njLsDhdrn3&rank=1,True,0.925,The Cases That Haunt Us,John E. Douglas,ok
The Taking of Jake Livingston,"Douglass, Ryan",39085455,https://www.goodreads.com/book/show/39085455-the-taking-of-jake-livingston?from_search=true&from_srp=true&qid=3WuCMzNmVQ&rank=1,True,0.9423,The Taking of Jake Livingston,Ryan Douglass,ok
A Swift Pure Cry,"Dowd, Siobhan",128733337,https://www.goodreads.com/book/show/128733337-a-swift-pure-cry?from_search=true&from_srp=true&qid=W7qH8I2qOq&rank=1,True,0.9375,A Swift Pure Cry,Siobhan Dowd,ok
Bog Child,"Dowd, Siobhan",211314490,https://www.goodreads.com/book/show/211314490-bog-child?from_search=true&from_srp=true&qid=ixATEJYt2V&rank=1,True,0.9375,Bog Child,Siobhan Dowd,ok
Solace of the Road,"Dowd, Siobhan",6609851,https://www.goodreads.com/book/show/6609851-solace-of-the-road?from_search=true&from_srp=true&qid=v8bodW28fv&rank=1,True,0.9375,Solace of the Road,Siobhan Dowd,ok
You Against Me,"Downham, Jenny",8720917,https://www.goodreads.com/book/show/8720917-you-against-me?from_search=true&from_srp=true&qid=la8hLD4ybr&rank=1,True,0.9308,You Against Me,Jenny Downham,ok
Saga Boy: My Life of Blackness and Becoming,"Downing, Antonio Michael",49759094,https://www.goodreads.com/book/show/49759094-saga-boy?from_search=true&from_srp=true&qid=pRYgPSiFMK&rank=1,True,0.9478,Saga Boy: My Life of Blackness and Becoming,Antonio Michael Downing,ok
The Adventures and the Memoirs of Sherlock Holmes,"Doyle, Arthur Conan",3597,https://www.goodreads.com/book/show/3597.The_Complete_Adventures_and_Memoirs_of_Sherlock_Holmes?from_search=true&from_srp=true&qid=1BqIf30qH1&rank=2,True,0.8427,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,ok
"I Love You, Beth Cooper","Doyle, Larry",378579,https://www.goodreads.com/book/show/378579.I_Love_You_Beth_Cooper?from_search=true&from_srp=true&qid=LvByhMEcaq&rank=1,True,0.9182,"I Love You, Beth Cooper",Larry Doyle,ok
Last True Poets of the Sea,"Drake, Julia",41783734,https://www.goodreads.com/book/show/41783734-the-last-true-poets-of-the-sea?from_search=true&from_srp=true&qid=ll9rtLCtIZ&rank=1,True,0.8575,The Last True Poets of the Sea,Julia Drake,ok
The Last True Poets of the Sea,"Drake, Julia",41783734,https://www.goodreads.com/book/show/41783734-the-last-true-poets-of-the-sea?from_search=true&from_srp=true&qid=apFjpcHWdg&rank=1,True,0.9182,The Last True Poets of the Sea,Julia Drake,ok
Copper Sun,"Draper, Sharon M.",90420,https://www.goodreads.com/book/show/90420.Copper_Sun?from_search=true&from_srp=true&qid=OLhFaT1OY4&rank=1,True,0.93,Copper Sun,Sharon M. Draper,ok
November Blues,"Draper, Sharon M.",266666,https://www.goodreads.com/book/show/266666.November_Blues?from_search=true&from_srp=true&qid=5a2yxuzC6m&rank=1,True,0.93,"November Blues (Jericho, #2)",Sharon M. Draper,ok
Panic (SMD),"Draper, Sharon M.",,,False,,,,no_candidates
The Battle of Jericho,"Draper, Sharon M.",266663,https://www.goodreads.com/book/show/266663.The_Battle_of_Jericho?from_search=true&from_srp=true&qid=OkfvfV3jPI&rank=2,True,0.93,"The Battle of Jericho (Jericho, #1)",Sharon M. Draper,ok
An American Tragedy,"Dreiser, Theodore",235713594,https://www.goodreads.com/book/show/235713594-an-american-tragedy?from_search=true&from_srp=true&qid=Q9E0zKyvvh&rank=9,True,0.925,An American Tragedy,Theodore Dreiser,ok
"Deal with It! A Whole New Approach to Your Body, Brain, and Life as a gURL","Drill, Esther",881144,https://www.goodreads.com/book/show/881144.Deal_with_It_A_Whole_New_Approach_to_Your_Body_Brain_and_Life_as_a_gURL?from_search=true&from_srp=true&qid=I89Tueiz8h&rank=1,True,0.925,"Deal with It! A Whole New Approach to Your Body, Brain, and Life as a gURL",Esther Drill,ok
Van Gogh and Gauguin: The Studio of the South,"Druick, Douglas W.",1242017,https://www.goodreads.com/book/show/1242017.Van_Gogh_and_Gauguin?from_search=true&from_srp=true&qid=JiUU1nCObp&rank=5,True,0.8955,Van Gogh and Gauguin: The Studio of the South,Peter Kort Zegers,ok
"Black Reconstruction in America, 1860-1880","Du Bois, W.E.B.",184612,https://www.goodreads.com/book/show/184612.Black_Reconstruction_in_America_1860_1880?from_search=true&from_srp=true&qid=UzH6bmIELs&rank=1,True,0.9308,Black Reconstruction in America 1860-1880,W.E.B. Du Bois,ok
So You Want to be a Wizard,"Duane, Diane",168504583,https://www.goodreads.com/book/show/168504583-so-you-want-to-be-a-wizard-by-diane-duane?from_search=true&from_srp=true&qid=Dp3rRcYBJL&rank=1,True,0.7279,So You Want to Be a Wizard by Diane Duane (2003-10-01),Diane Duane,ok
House of Sand and Fog,"Dubus III, Andre",38311414,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog?from_search=true&from_srp=true&qid=PW6MtRILAX&rank=1,True,0.94,House of Sand and Fog,Andre Dubus III,ok
The Man in the Iron Mask,"Dumas, Alexandre",22631174,https://www.goodreads.com/book/show/22631174-the-man-in-the-iron-mask?from_search=true&from_srp=true&qid=VRfKyQMOht&rank=1,True,0.94,The Man in the Iron Mask:,Alexandre Dumas,ok
The Three Musketeers,"Dumas, Alexandre",30214125,https://www.goodreads.com/book/show/30214125-the-three-musketeers-dumas-alexandre?from_search=true&from_srp=true&qid=68EWE5PbUW&rank=2,True,0.663,"The Three Musketeers Dumas, Alexandre",Miguel de Cervantes Saavedra,ok
Salvage,"Duncan, Alexandra",150688942,https://www.goodreads.com/book/show/150688942-salvage?from_search=true&from_srp=true&qid=O6Q8ama2IU&rank=5,True,0.9344,"Salvage,",Alexandra Duncan,ok
Daughters of Eve,"Duncan, Lois",47762,https://www.goodreads.com/book/show/47762.Daughters_of_Eve?from_search=true&from_srp=true&qid=9dpIIdZ6r5&rank=1,True,0.9318,Daughters of Eve,Lois Duncan,ok
A Year Without a Name,"Dunham, Cyrus Grace",41716923,https://www.goodreads.com/book/show/41716923-a-year-without-a-name?from_search=true&from_srp=true&qid=fNRPRLrXZY&rank=1,True,0.7917,A Year Without a Name: A Memoir,Cyrus Grace Dunham,ok
Dating Makes Perfect,"Dunn, Pintip",49247041,https://www.goodreads.com/book/show/49247041-dating-makes-perfect?from_search=true&from_srp=true&qid=YuF1kRcRLC&rank=1,True,0.9318,Dating Makes Perfect,Pintip Dunn,ok
Submarine,"Dunthorne, Joe",2473454,https://www.goodreads.com/book/show/2473454.Submarine?from_search=true&from_srp=true&qid=3RKC8vL9Le&rank=1,True,0.9538,Submarine,Joe Dunthorne,ok
Mindset: The New Psychology of Success,"Dweck, Carol",22825835,https://www.goodreads.com/book/show/22825835-mindset?from_search=true&from_srp=true&qid=wmlSdGKIFi&rank=1,True,0.6898,Mindset: The New Psychology of Success: By Carol Dweck -- Summary,In Brief Summaries,ok
