book_title,author,goodreads_id,goodreads_url,found,search_query
Airhead,"Cabot, Meg",5135798.0,https://www.goodreads.com/book/show/5135798-being-nikki?from_search=true&from_srp=true&qid=rDlRrqYJSg&rank=1,True,"Airhead Cabot, Meg"
"Alex, Approximately","Bennett, Jenn",30312700.0,https://www.goodreads.com/book/show/30312700-alex-approximately?from_search=true&from_srp=true&qid=ETJpHy7jTI&rank=1,True,"Alex, Approximately Bennett, Jenn"
All Eyes On Her,"Flynn, L.E.",,,False,"All Eyes On Her Flynn, L.E."
All for One,"de la Cruz, Melissa",40614146.0,https://www.goodreads.com/book/show/40614146-all-for-one?from_search=true&from_srp=true&qid=Wr7aDGKeCL&rank=1,True,"All for One de la Cruz, Melissa"
All the Pretty Horses,"McCarthy, Cormac",21459318,https://www.goodreads.com/book/show/21459318-quicklet-on-all-the-pretty-horses-by-cormac-mccarthy?from_search=true&from_srp=true&qid=d3svpncaZ1&rank=2,True,"All the Pretty Horses McCarthy, Cormac"
All the Pretty Things,"Arsenault, Emily",51960675.0,https://www.goodreads.com/book/show/51960675-all-the-pretty-things?from_search=true&from_srp=true&qid=wU63oXyXyy&rank=1,True,"All the Pretty Things Arsenault, Emily"
All the Truth That's In Me,"Berry, Julie",17297487.0,https://www.goodreads.com/book/show/17297487-all-the-truth-that-s-in-me?from_search=true&from_srp=true&qid=EpqyL72bEU&rank=1,True,"All the Truth That's In Me Berry, Julie"
All This Time,"Daughtry, Mikki",50892133,https://www.goodreads.com/book/show/50892133-all-this-time?from_search=true&from_srp=true&qid=cHT2E48kh7&rank=2,True,"All This Time Daughtry, Mikki"
All You Never Wanted,"Griffin, Adele",13414841.0,https://www.goodreads.com/book/show/13414841-all-you-never-wanted?from_search=true&from_srp=true&qid=UhsdyUO8dh&rank=1,True,"All You Never Wanted Griffin, Adele"
Alone,"Freeman, Megan",49202861.0,https://www.goodreads.com/book/show/49202861-alone?from_search=true&from_srp=true&qid=3zOtNqhJia&rank=1,True,"Alone Freeman, Megan"
Altered,"Albin, Gennifer",16140922.0,https://www.goodreads.com/book/show/16140922-altered?from_search=true&from_srp=true&qid=wXYVeIOv1a&rank=1,True,"Altered Albin, Gennifer"
An Abundance of Katherines,"Green, John",139862143.0,https://www.goodreads.com/book/show/139862143-an-abundance-of-katherines-by-john-green-10-may-2012-paperback?from_search=true&from_srp=true&qid=9T40Ae3DqG&rank=1,True,"An Abundance of Katherines Green, John"
An Assassin's Guide to Love and Treason,"Boecker, Virginia",37678396.0,https://www.goodreads.com/book/show/37678396-an-assassin-s-guide-to-love-and-treason?from_search=true&from_srp=true&qid=mEmK208r10&rank=1,True,"An Assassin's Guide to Love and Treason Boecker, Virginia"
Annexed,"Dogar, Sharon",139529417.0,https://www.goodreads.com/book/show/139529417-annexed-by-sharon-dogar?from_search=true&from_srp=true&qid=zyPnhtXt81&rank=1,True,"Annexed Dogar, Sharon"
Antisocial,"Blake, Jillian",29905900.0,https://www.goodreads.com/book/show/29905900-antisocial?from_search=true&from_srp=true&qid=zK2k4zqMyE&rank=1,True,"Antisocial Blake, Jillian"
